"","ID2003_d","X","Area2003","elev_MEAN.2003","ovslp_MEAN.2003","dstrds00_MEAN.2003","dstrds16_MEAN.2003","mdvp.2003","PAs_MEAN.2003","prmforlag_MEAN.2003","dstrds.2003","pop.2003_pds","pop.2003","AreaNonFor_3km","AreaFor_3km","VCA","HKDII","AreaConc","year","dstrds","HKD","KSNP_AreaForLoss_Ha2","nonKSNP_AreaForLoss_Ha","All_AreaForLoss_Ha","KSNP_AreaForLoss_Ha2_trunc","All_AreaForLoss_Ha_trunc","nonKSNP_AreaForLoss_Ha_trunc","pop.2003_pds_imp","mdvp.2003_imp","Area2003_z","elev_MEAN.2003_z","ovslp_MEAN.2003_z","dstrds00_MEAN.2003_z","PAs_MEAN.2003_z","prmforlag_MEAN.2003_z","AreaNonFor_3km_z","AreaFor_3km_z","AreaConc_z","pop.2003_pds_z","All_AreaForLoss_Ha_trunc_z","ps03.1","distance","weights","subclass"
"X151",1502061001,151,275173215,872.2349,0.8878852,4955.941,18130.8656208704,0.5555556,0.6984959,0.7585351,7426.23936641321,958,34.4956668004721,890.46,2732.76,0,0,57.0674851258125,2003,7426.23936641321,0,0.09,7.47,7.56,3.87,335.7,331.83,958,0.5555556,1.28595667351667,-0.146692324648611,0.781427011532816,-0.128821702227257,0.696829493983739,1.05550087122769,-0.124126133024541,1.42668027199219,0.0544766579972181,-0.397110083355936,0.577485174218844,0.122036528126754,0.13098423616972,0.895454545454546,26
"X152",1502061002,152,100948516,584.8063,0.9416648,2524.338,10804.3267467076,0.4444444,0.1019038,0.6740381,4076.83589000767,1708,34.2302355133327,87.93,4677.03,1,1,0,2003,4076.83589000767,249979982,0,4.68,4.68,0,52.2,52.2,1708,0.4444444,0.0248937602231292,-0.754622294015485,1.03222208538878,-0.801835917937537,-1.34064682158564,0.783734264346137,-0.757678431576989,2.79480435389518,-0.212619414964987,-0.259021179760901,-0.185250549455228,0.152838694708169,0.255566096905812,1,3
"X153",1502061005,153,143599089,603.5283,0.8856591,6832.587,11492.4770436907,0.5555556,0.1872485,0.4582158,7706.31638319201,671,34.727136154621,0,3343.77,0,0,3.9435899816625,2003,7706.31638319201,0,0,196.92,196.92,0,260.01,260.01,671,0.5555556,0.333604615513624,-0.715024060275048,0.7710458462971,0.390592624805501,-1.04917832089752,0.0895877957097155,-0.827094221157088,1.85662955644525,-0.19416201500855,-0.449952103798303,0.373846842914116,0.0271981265305997,0.043402800723765,0.358181818181818,38
"X154",1503010002,154,157953673,887.702,0.9156145,7607.764,10020.25209885,0.6666667,0.01164076,0.8876151,8060.10551853437,450,25.9838284643621,243.72,8338.5,0,0,35.654092837925,2003,8060.10551853437,0,0,1.53,1.53,0,7.02,7.02,450,0.6666667,0.437505116545093,-0.113978413683612,0.910739461634232,0.605144564695214,-1.64891239562071,1.47065920366872,-0.634690988625965,5.37127021623187,-0.0457456135166694,-0.490642300724306,-0.306803988593128,0.157152283896043,0.322823548073389,0.716363636363636,32
"X155",1503010007,155,155672536,515.2376,0.9445922,5940.047,5526.6485146124,0.6111111,0.001052303,0.8858598,5862.53478398982,1040,25.2196115483237,0,1860.21,0,0,0,2003,5862.53478398982,0,0,0.99,0.99,0,29.34,29.34,1040,0.6111111,0.42099392560975,-0.901764567470155,1.04587368374961,0.143557188473972,-1.68507400479375,1.46501365500949,-0.827094221157088,0.812693188066367,-0.212619414964987,-0.382012363229546,-0.246753683999106,0.132315939912591,0.280290684486983,3.58181818181818,43
"X156",1503020001,156,45504011,284.3087,0.7600174,2693.817,2326.9226714051,0.6666667,0.000850441,0,2625.02431338846,723,25.9336908693667,979.38,279.27,0,0,0.136512033,2003,2625.02431338846,0,0,14.67,14.67,0,159.84,159.84,723,0.6666667,-0.376421377083657,-1.39019403866031,0.185130007747006,-0.754927859235372,-1.68576340219612,-1.38416574803165,-0.0539287941247073,-0.299766545429351,-0.211980490227967,-0.440377939815714,0.104346887215943,0.0866967107220025,0.112795119921292,0.223863636363636,37
"X157",1503020004,157,71521053,368.1822,0.893787,4705.974,4540.08376704551,0.6111111,8.809131e-05,0.7548796,4674.86958132103,722,25.2216234597815,297.63,441.54,0,0,0,2003,4674.86958132103,0,0,11.34,11.34,0,36.63,36.63,722,0.6111111,-0.188106362231483,-1.2127961934713,0.808949387431542,-0.198007068612498,-1.68836697243709,1.04374373391564,-0.592132075669487,-0.185582046995286,-0.212619414964987,-0.44056205835384,-0.227140479676058,0.166342708726084,0.313216095070665,0.716363636363636,32
"X158",1503020005,158,126456895,399.0721,0.9139731,7545.835,6425.81453593999,0.8333333,0.002811568,0.8371782,7335.83116298875,571,25.3709266069773,219.24,3724.56,0,0,0,2003,7335.83116298875,0,0,8.55,8.55,0,55.71,55.71,571,0.8333333,0.209527000629163,-1.14746206888959,0.903084978629019,0.588003979918537,-1.67906577778185,1.30843965534601,-0.654016571804866,2.12457997955924,-0.212619414964987,-0.468363957610974,-0.175807154781168,0.116088410449992,0.246584907106345,0.447727272727273,9
"X160",1509030001,160,156498833,583.8822,0.8411161,7263.268,5102.01125952378,0.5555556,0.2529674,0.614407,6858.03236116071,870,44.618311263448,527.04,6228.63,0,0,36.6070332741125,2003,6858.03236116071,0,0.36,78.21,78.57,1.17,423.54,422.37,870,0.5555556,0.426974779690983,-0.75657682493096,0.563324610461093,0.50979565072557,-0.82473568708579,0.591943529626391,-0.411025783305441,3.88661841546106,-0.041285514255042,-0.413312514711087,0.813812179395318,0.0240393073160648,0.0416064453079948,0.358181818181818,38
"X161",1509051001,161,234324208,760.2036,0.5796747,14121.02,10401.4095757341,0.6111111,0.5114704,0.5204463,13423.5930454501,361,44.7029358133728,2082.51,2304,0,0,206.1291476724,2003,13423.5930454501,0,0.09,26.1,26.19,144.63,767.34,622.71,361,0.6111111,0.990285806709389,-0.383645727257576,-0.655877749206998,2.40787053540683,0.0581015814660903,0.289738946987775,0.816930297874548,1.12497480857573,0.752138112810522,-0.507028850617584,1.73878058080324,0.0212994222922602,0.0278149685265241,1.79090909090909,28
"X163",1509051004,163,274334672,685.3562,0.7057455,10112.44,8218.97567624194,0.6111111,0.3070059,0.6435104,9757.41543929536,838,44.6727289003747,15.75,7870.32,0,0,264.5889327772,2003,9757.41543929536,0,1.26,130.95,132.21,1.53,450.27,448.74,838,0.6111111,1.27988718116242,-0.541952790608927,-0.0679608514041099,1.29838377921681,-0.640183856984628,0.685548418163457,-0.814660481979486,5.04182608930231,1.02575064354116,-0.419204307931142,0.885727261913159,0.0819469514287165,0.118765263807632,0.596969696969697,17
"X164",1605030001,164,276958060,879.1256,0.8992811,9269.568,9322.30686305789,0.6666667,0.9624262,0.9184206,9279.45653682335,949,35.1217530141977,1017.63,28.98,1,0,3.782208506875,2003,9279.45653682335,1.25e+08,5.67,0.81,6.48,105.75,128.88,23.13,949,0.6666667,1.2988756330465,-0.132118051107578,0.834570500553842,1.06509535260105,1.59820203178825,1.56973853439395,-0.0237325704076735,-0.475888059652941,-0.194917337554647,-0.398767150199077,0.0210513034242352,0.240414048622198,0.215432894799167,1,5
"X165",1605030002,165,31685764,243.2799,0.6874396,3316.765,3222.93229960081,0.6111111,0.6678407,0.4898313,3299.17136867515,693,34.2724005780901,1054.44,0,1,0,0.2019967455,2003,3299.17136867515,1.25e+08,0.09,1.26,1.35,33.3,57.15,23.85,693,0.6111111,-0.476439795358725,-1.47697258862771,-0.153328342841381,-0.582509557543735,0.592136113114226,0.191272318945613,0.00532685429883676,-0.49628041045481,-0.211673998545195,-0.445901495959515,-0.171932941581554,0.389970957611288,0.342224687885771,1,6
"X166",1605030003,166,143778878,691.6385,0.7916742,8817.839,7161.54846626327,0.3333333,0.8435554,0.7005301,8507.28452492436,1494,34.3566144977501,2014.56,0,1,0,0,2003,8507.28452492436,1.25e+08,2.07,1.8,3.87,119.43,201.15,81.72,1494,0.3333333,0.334905953621363,-0.528665322185278,0.332757909294125,0.940066703331997,1.19223547672863,0.868940140880286,0.763287594565464,-0.49628041045481,-0.212619414964987,-0.298422546920018,0.21548837837988,0.241641306126002,0.217396201589651,1,7
"X167",1605030004,167,10968868,173.8956,0.5272354,1203.689,1111.85943294835,0.6111111,0.0195242,0.0007383101,1186.47095617782,1092,34.2717654091971,1039.86,0,1,0,0,2003,1186.47095617782,1.25e+08,0,0,0,0,15.66,15.66,1092,0.6111111,-0.62639160686485,-1.62372484422629,-0.900422485807027,-1.16736250717253,-1.62198893772509,-1.38179113081798,-0.00618323568271508,-0.49628041045481,-0.212619414964987,-0.372438199246957,-0.283558709395442,0.221190904041584,0.258317561221547,1,8
"X168",1605030005,168,14717689,167.4706,0.5273617,1341.912,1419.44662454779,0.5555556,0.00868236,0,1356.44974210271,3388,34.2721105475175,1135.26,0,1,0,0,2003,1356.44974210271,124513610,0,0.09,0.09,1.17,25.02,23.85,3388,0.5555556,-0.599257112394143,-1.6373141323249,-0.899833500060982,-1.12910542164577,-1.6590158983858,-1.38416574803165,0.0691296987644752,-0.49628041045481,-0.212619414964987,0.050297964291977,-0.258376323597949,0.211804036246856,0.250563499104659,1,9
"X169",1605030006,169,15649865,110.0135,0.2672533,1886.082,2379.33638704548,0.6111111,0.2014608,0,1978.56719757103,1193,34.2725516375373,799.92,0,0,0,0,2003,1978.56719757103,0,0,0.36,0.36,11.97,46.8,34.83,1193,0.6111111,-0.592509891196405,-1.75883959305814,-2.11281956519639,-0.978491137256801,-1.00064059362999,-1.38416574803165,-0.195602370811214,-0.49628041045481,-0.212619414964987,-0.353842226896159,-0.199778848953782,0.182817228658377,0.182188714734005,1.19393939393939,42
"X170",1605030007,170,11102364,81.89669,0.1312541,1441.55,3157.81667174053,0.6111111,0.2271767,0,1763.35000095135,1025,39.5232940673828,688.86,0,0,0,0,2003,1763.35000095135,0,0,0,0,20.97,58.14,37.17,1025,0.6111111,-0.625425344012113,-1.81830845399263,-2.74703643197025,-1.10152781525815,-0.912815868522914,-1.38416574803165,-0.283277994497849,-0.49628041045481,-0.212619414964987,-0.384774141301446,-0.169269420006819,0.170975553282374,0.166399454927711,0.397979797979798,23
"X171",1605030009,171,53100172,238.8101,0.6177966,4095.481,3259.72546518545,0.6111111,0.4522203,0.2752034,3938.77683722227,1442,45.8372524324011,1292.76,1.53,0,0,0,2003,3938.77683722227,0,0.09,0.63,0.72,57.78,146.88,89.1,1442,0.6111111,-0.321439293742495,-1.48642650301575,-0.478100586007019,-0.366978100311183,-0.14424886106427,-0.499032616438038,0.193467090540497,-0.495203795660922,-0.212619414964987,-0.307996710902607,0.0694789684194144,0.195439379495998,0.186699242683737,1.19393939393939,41
"X172",1605030010,172,196772962,589.7858,0.6997041,9774.471,7507.2972596027,0.6111111,0.8318187,0.5611683,9349.37592367551,907,129.537425024468,2895.75,140.94,0,0,0,2003,9349.37592367551,0,3.6,0.18,3.78,171.18,259.65,88.47,907,0.6111111,0.71848459855484,-0.744090331356019,-0.0961342360926052,1.20484139525472,1.1521523977322,0.420712588246405,1.45893753906777,-0.397105188853176,-0.212619414964987,-0.406500128800398,0.372878289614212,0.252618943818793,0.217114080128242,0.895454545454546,7
"X173",1605030014,173,24255806,76.1643,0.04588414,845.9966,960.785213048552,0.3333333,0.002520292,0,867.519464946603,2322,229.151844959874,553.41,0,0,0,0,2003,867.519464946603,0,0,1.53,1.53,0.99,72.09,71.1,2322,0.3333333,-0.530218877973921,-1.83043282740953,-3.14514957195791,-1.2663638943445,-1.68006054112399,-1.38416574803165,-0.390208151425227,-0.49628041045481,-0.212619414964987,-0.145972397351099,-0.131737979635555,0.117724599483871,0.146167949232155,0.325619834710744,15
"X174",1605030015,174,200731108,635.6799,0.7578561,8093.45,7249.93372503225,0.4444444,0.7478925,0.7291043,7935.29069844355,2958,34.274987928971,2619.81,265.05,1,0,0,2003,7935.29069844355,1.25e+08,1.53,3.24,4.77,42.21,221.22,179.01,2958,0.4444444,0.747134216861836,-0.647021359071702,0.175051029972443,0.73957176451832,0.865528346297831,0.960842970310381,1.24109842867618,-0.309772729984305,-0.212619414964987,-0.0288730071025096,0.269485224849504,0.299154494647312,0.300160862525046,1,12
"X175",1605030017,175,56135098,85.03137,0.1758122,2591.478,2282.19478605734,0.3333333,0.07610404,0,2533.48739738575,3746,154.407579211335,1938.96,0,0,0,0,2003,2533.48739738575,0,0,0.09,0.09,21.24,183.15,161.91,3746,0.3333333,-0.299472071843663,-1.81167840424679,-2.53924477899438,-0.783253043001625,-1.42875794465846,-1.38416574803165,0.703605646512974,-0.49628041045481,-0.212619414964987,0.11621240094134,0.1670607133847,0.140034510995801,0.167780346565249,0.397979797979798,23
"X176",1613010001,176,32486964,256.6965,0.6943037,4334.316,3602.9193157783,0.3888889,0.4420537,0.3859212,4197.17912170843,1409,34.2766393612593,1212.12,47.34,0,0,0,2003,4197.17912170843,0,1.53,0.45,1.98,33.39,92.07,58.68,1409,0.3888889,-0.470640596898748,-1.44859561700064,-0.121318389876787,-0.30087382662458,-0.178969747763688,-0.142932390070357,0.129806345951174,-0.462968682126292,-0.212619414964987,-0.314072622660788,-0.0779832714909062,0.256380401822891,0.259920611482117,7.16363636363636,8
"X177",1613010003,177,207072437,628.0959,0.8615306,13140.26,9554.84151367703,0.4444444,0.8640036,0.8602616,12467.9940338144,1150,34.2911878078799,2215.26,340.02,0,0,0,2003,12467.9940338144,0,2.61,0.99,3.6,64.44,158.22,93.78,1150,0.4444444,0.793033649426749,-0.663062006688809,0.658525319191402,2.13641774389439,1.26206999715896,1.38268249584082,0.921728956657195,-0.257018605083819,-0.212619414964987,-0.361759324035607,0.0999883973663773,0.272525773974675,0.265472939594096,3.58181818181818,14
"X178",1613010004,178,434955441,549.1106,0.8113749,15213.26,14446.045993776,0.6111111,0.7243683,0.6760947,15069.407373833,8633,34.3759536191821,2811.87,1480.23,0,0,0,2003,15069.407373833,0,1.35,3.24,4.59,14.76,275.4,260.64,8633,0.6111111,2.44248293281638,-0.830120994588528,0.424629892564996,2.71017853838569,0.785188696572806,0.790348880293598,1.39271899670476,0.545312737490316,-0.212619414964987,1.01599969676659,0.415252496484994,0.125196557261364,0.130449471730378,0.895454545454546,26
"X179",1613010010,179,154579817,231.8861,0.4914642,6329.614,6400.296842064,0.4444444,0.1006533,0.4832604,6342.867032887,1389,34.2818347391875,0,2677.41,0,0,28.0881188727562,2003,6342.867032887,0,0,4.68,4.68,0.27,237.6,237.33,1389,0.4444444,0.413084671563335,-1.50107120819783,-1.06723742578271,0.251380763692298,-1.34491751865424,0.170138418367391,-0.827094221157088,1.38773214856626,-0.0811570554222601,-0.317754993423323,0.313554399995118,0.0425984706241119,0.0727196909174193,0.255844155844156,20
"X180",1613070001,180,205063184,736.2435,0.8288361,8476.789,12129.5490033464,0.5555556,0.9275607,0.5975747,9161.68150062745,1471,34.2691382105949,1285.11,204.39,1,0,0,2003,9161.68150062745,48350260,42.39,0,42.39,221.76,269.19,47.43,1471,0.5555556,0.778490393181985,-0.434322879284295,0.506058221217751,0.84567156635117,1.47912966981683,0.537806021111151,0.18742784579709,-0.352457340047843,-0.212619414964987,-0.302657273296932,0.398544952061657,0.115895853935778,0.088683481495226,1,13
"X181",1613070002,181,419363986,1050.876,0.9021608,11789.48,11379.009995367,0.6111111,0.9128103,0.7693813,11712.5168741313,2266,34.1022061302548,2605.77,1073.79,1,0,0,2003,11712.5168741313,76816390,30.87,12.33,43.2,109.71,157.59,47.88,2266,0.6111111,2.32962978525672,0.231145087671055,0.847999655366875,1.76255155673426,1.42875422796104,1.09038536383167,1.23001463832357,0.25931318400821,-0.212619414964987,-0.156283035486195,0.0982934290915461,0.291081758285613,0.262906226764066,1,14
"X182",1613070003,182,20778567,232.1332,0.614282,1386.342,985.962859090103,0.7777778,0.359735,0.02784514,1311.27091107939,2050,34.0794409484863,1297.8,34.29,1,0,0,2003,1311.27091107939,1.25e+08,28.08,4.14,32.22,34.2,49.68,15.48,2050,0.7777778,-0.555387623672589,-1.50054857581041,-0.494490525065215,-1.11680817509524,-0.460103878736023,-1.29460778483838,0.197445887077329,-0.472151573015332,-0.212619414964987,-0.196052639721565,-0.192030422554553,0.292066896901664,0.255515026350944,1,3
"X183",1613070004,183,197812174,562.4186,0.8267703,9348.595,10197.5077628306,0.4444444,0.7891392,0.661338,9507.76614303074,2636,34.2520284552323,3990.42,96.12,0,0,0,2003,9507.76614303074,0,19.08,35.46,54.54,125.01,284.04,159.03,2636,0.4444444,0.726006561398062,-0.801973718943953,0.49642459687745,1.08696828762578,1.00639372876836,0.742887097179771,2.32311793688019,-0.42864366928588,-0.212619414964987,-0.0881591763793113,0.43849777568268,0.412477963216503,0.396708624571338,3.58181818181818,48
"X184",1613070005,184,125694044,500.3916,0.7759916,9297.67,9984.88371443069,0.6111111,0.7003817,0.5580554,9426.52257145575,640,34.2827406514486,2809.35,605.52,0,0,2.18550519005,2003,9426.52257145575,0,4.32,20.16,24.48,72.09,172.71,100.62,640,0.6111111,0.204005377633167,-0.933164812001217,0.259623880308161,1.07287336796372,0.703269862261999,0.410700608287808,1.39072959843635,-0.0701942732033472,-0.202390475448659,-0.455659778480231,0.138972667687497,0.34852004702685,0.329636564097118,0.895454545454546,22
"X185",1613070006,185,450175631,791.0844,0.8463845,11629.78,10020.5032665395,0.1666667,0.7294115,0.7599259,11328.0406124762,6196,34.409926553774,797.94,1818.81,0,0,267.255204136231,2003,11328.0406124762,0,0.09,95.67,95.76,0.81,468.54,467.73,6196,0.1666667,2.55264881200829,-0.318330849760957,0.587893197194775,1.71835011009642,0.802412190740227,1.05997408325712,-0.197165469450684,0.783561258349412,1.03822973926228,0.567302819351788,0.934881341883266,0.165675117174183,0.164170440631781,0.137762237762238,29
"X186",1674010001,186,13457586,224.2702,0.567309,3462.191,1715.27089386007,0.1111111,0.764084,0,3134.64348009876,932,237.446308186849,314.01,0,0,0,0,2003,3134.64348009876,0,0.45,0.72,1.17,13.77,14.58,0.81,932,0.1111111,-0.608377915410884,-1.51717932636596,-0.713543790694489,-0.54225884008127,0.920825420737036,-1.38416574803165,-0.57920098692478,-0.49628041045481,-0.212619414964987,-0.401897165347231,-0.286464369295153,0.249497869465166,0.140218126039206,1.79090909090909,21
"X187",1674010002,187,14617680,204.274,0.3734465,2506.401,906.343512037809,0.1111111,0.5955457,0,2206.39022100709,1403,250.520549858941,529.92,0,0,0,0,2003,2206.39022100709,0,0,0.27,0.27,7.83,15.12,7.29,1403,0.1111111,-0.599980991623779,-1.55947257503173,-1.61759960377977,-0.806800484927788,0.345234837964776,-1.38416574803165,-0.408752185284394,-0.49628041045481,-0.212619414964987,-0.315177333889549,-0.285011539345297,0.247664389499242,0.16616878247825,0.397979797979798,23
"X188",1674010003,188,17350627,191.656,0.2963809,2337.34,916.71194969948,0.05555556,0.4581235,0,2070.97224056865,7305,256.790653991699,454.95,0,0,0,0,2003,2070.97224056865,0,0.09,0.45,0.54,7.47,18.27,10.8,7305,0.05555556,-0.580199536264818,-1.58616045631241,-1.97698630140776,-0.853592850425855,-0.124088302139556,-1.38416574803165,-0.46793678376978,-0.49628041045481,-0.212619414964987,0.771490278134313,-0.276536697971141,0.189636118866543,0.143174445947946,0.325619834710744,15
"X189",1674010013,189,6764120,192.5735,0.4795851,1494.63,898.072517340241,0.05555556,0.6321319,0,1382.7754720013,6901,257.204254150391,250.74,0,0,0,0,2003,1382.7754720013,0,0.09,0,0.09,3.42,4.5,1.08,6901,0.05555556,-0.65682616518511,-1.58421988482128,-1.1226342632795,-1.08683643900557,0.470183720084879,-1.38416574803165,-0.629149093449662,-0.49628041045481,-0.212619414964987,0.697106388731121,-0.313583861692453,0.24281843773188,0.153235578901497,0.137762237762238,29
"X190",1674010014,190,2829787,180.8785,0.3153038,661.2689,635.694531383994,0.05555556,0.2688514,0,656.473705884499,12097,257.204447428385,207.99,0,0,0,0,2003,656.473705884499,0,0,0,0,0,0,0,12097,0.05555556,-0.685303421643719,-1.60895556175721,-1.88874150034808,-1.31749245773888,-0.770488784056896,-1.38416574803165,-0.662897814074582,-0.49628041045481,-0.212619414964987,1.65378631283752,-0.325690777941248,0.16348374228324,0.146700318940787,0.325619834710744,15
"X191",1674030008,191,9698775,140.9787,0.1701476,820.8319,727.488757510333,0,0.02413441,0,803.330060783187,11339,257.208901468913,946.8,0,0,0,0,2003,803.330060783187,0,0,0,0,0,4.77,4.77,11339,0,-0.635584718908819,-1.69334620413498,-2.56566099955691,-1.27332892968706,-1.60624418735913,-1.38416574803165,-0.0796488717378044,-0.49628041045481,-0.212619414964987,1.51422446093747,-0.312857446717525,0.186149341371904,0.216231052614014,0.716363636363636,5
"X192",1674040001,192,29645898,206.0101,0.4603849,3078.204,1645.96483990079,0.1666667,0.3269686,0,2809.6591574814,3106,257.216137186686,739.35,0,0,0,0,2003,2809.6591574814,0,0.72,0.45,1.17,31.14,54.9,23.76,3106,0.1666667,-0.491204632809748,-1.5558006119083,-1.2121722214839,-0.648537994058273,-0.572007412065533,-1.38416574803165,-0.243418979191364,-0.49628041045481,-0.212619414964987,-0.00162346345975609,-0.177986399705951,0.166867889091333,0.146800562950355,0.325619834710744,15
"X193",1674040002,193,20818377,147.966,0.2833312,1977.821,659.306865642019,0.1111111,0.03336359,0,1730.59959980788,2636,257.216339346079,567.72,0,0,0,0,2003,1730.59959980788,0,0,0,0,0.72,17.1,16.38,2636,0.1111111,-0.555099473284806,-1.678567615383,-2.03784209942965,-0.95309980029306,-1.574724769549,-1.38416574803165,-0.378911211258149,-0.49628041045481,-0.212619414964987,-0.0881591763793113,-0.279684496195827,0.148315634316444,0.174532543198391,0.397979797979798,23
"X194",1702030037,194,21760141,533.6151,0.7218639,3454.596,1821.35356322977,0.1666667,0.03721161,0,3148.36304310558,1058,134.739217249552,683.91,10.98,0,0,0,2003,3148.36304310558,0,0,2.43,2.43,0,37.71,37.71,1058,0.1666667,-0.548282852792467,-0.862894973379519,0.00720548152584731,-0.54436096899307,-1.56158304405207,-1.38416574803165,-0.287185741096524,-0.488554116051617,-0.212619414964987,-0.378698229543265,-0.224234819776347,0.112584205435926,0.137091347558188,0.716363636363636,19
"X195",1702030041,195,56756844,836.7698,0.7370507,6835.786,3116.16128374948,0.2777778,0.5602239,0.1064322,6138.35636570303,1556,134.741522216797,1315.26,8.1,1,0,0,2003,6138.35636570303,117533815,0,2.52,2.52,2.97,42.75,39.78,1556,0.2777778,-0.294971786714236,-0.221703291395111,0.0780274033630441,0.391478037628259,0.224604124076211,-1.04184924144635,0.211229575079928,-0.490580685075406,-0.212619414964987,-0.287007197556162,-0.210675073577697,0.18208176474342,0.142107495241678,1,15
"X196",1702030043,196,11704185,252.201,0.1433185,3175.199,2712.01123883545,0.3333333,0,0,3088.35129478165,880,134.838843209403,754.83,0,0,0,0,2003,3088.35129478165,0,0,0.63,0.63,0,2.52,2.52,880,0.3333333,-0.621069278839394,-1.45810388854108,-2.69077546890939,-0.621691911925286,-1.68866782113712,-1.38416574803165,-0.231198389828235,-0.49628041045481,-0.212619414964987,-0.41147132932982,-0.318910904841923,0.142675367185729,0.176820828606363,0.397979797979798,23
"X197",1702030044,197,79385796,594.9546,0.6801043,8778.312,4954.65021278726,0.6666667,0.4260401,0.04014284,8061.37541489761,1239,139.804736773173,4178.25,32.85,0,0,0,2003,8061.37541489761,0,0,3.33,3.33,78.21,203.4,125.19,1239,0.6666667,-0.131180244540874,-0.733157987025415,-0.187535683640785,0.929126499316629,-0.233659259621122,-1.25505485158102,2.47139915781537,-0.473164857527226,-0.212619414964987,-0.34537277414233,0.221541836504277,0.316523989424719,0.294402351177523,0.447727272727273,12
"X198",1702031012,198,6057700,703.2673,0.7826281,2688.53,2107.1141137036,0.1111111,0.08864143,0,2579.51452131943,2014,134.734829275949,549.27,4.41,0,0,0,2003,2579.51452131943,0,0,0.45,0.45,0.54,2.79,2.25,2014,0.1111111,-0.661939332654028,-0.504069662505714,0.290572446449321,-0.756391184522625,-1.38594035591725,-1.38416574803165,-0.393476448580483,-0.493177226637134,-0.212619414964987,-0.202680907094127,-0.318184489866995,0.128134241165368,0.14607948455121,0.325619834710744,15
"X199",1702031013,199,7002601,829.4006,0.7678755,2538.521,2220.39818023992,0.4444444,0.59375,0,2478.87297129498,2108,134.733706665039,287.64,0.45,0,0,0,2003,2478.87297129498,0,0,0.36,0.36,8.91,9.81,0.899999999999999,2108,0.4444444,-0.655100006113799,-0.237289623201544,0.221775367137324,-0.797910375560176,0.339102178447716,-1.38416574803165,-0.600018618804994,-0.495963759044843,-0.212619414964987,-0.185373764510216,-0.299297700518875,0.169436020621428,0.113336680202299,0.223863636363636,37
"X200",1702031014,200,13356108,913.2876,0.7768645,1951.843,1920.80676149957,0.2777778,0.496463,0,1946.02370528117,943,134.731763458252,492.48,0,1,0,0.16010634465,2003,1946.02370528117,114457450,0.9,1.71,2.61,24.48,28.62,4.14,943,0.2777778,-0.609112427469448,-0.0598632246445497,0.26369455059892,-0.960289939183216,0.00684843537468912,-1.38416574803165,-0.438308959558008,-0.49628041045481,-0.211870060480238,-0.399871861427837,-0.248690790598913,0.160999936695698,0.120837968550279,1,17
"X201",1702031015,201,16065330,1052.511,0.6289428,2261.711,1908.41921554156,0.2777778,0.401423,0.1021346,2195.46879041404,1156,134.732326083713,785.52,3.96,0,0,0.1766182216875,2003,2195.46879041404,0,0.27,0.45,0.72,28.44,31.23,2.79,1156,0.2777778,-0.589502697002478,0.234603217794205,-0.426121544656519,-0.874525293805779,-0.317731372222015,-1.05567155667333,-0.20697036091645,-0.493493878047101,-0.211792779038727,-0.360654612806847,-0.241668779174612,0.158883647186484,0.143886350735084,0.325619834710744,15
"X202",1702031016,202,12649038,1191.611,0.6315902,2810.406,2115.61753785291,0.1111111,0.563714,0.05300605,2680.13316334742,874,134.733734130859,514.71,0,0,0,0,2003,2680.13316334742,0,0.45,0.18,0.63,20.79,21.15,0.36,874,0.1111111,-0.614230299729928,0.528808661298895,-0.413775694584628,-0.72265858896574,0.236523484203455,-1.2136830758339,-0.42075962483305,-0.49628041045481,-0.212619414964987,-0.41257604055858,-0.268788271571912,0.142462680832733,0.105142500289106,0.223863636363636,37
"X203",1702041014,203,7557621,1000.63,0.5504587,2141.016,1793.52520172454,0.2777778,0.4607411,0,2075.86147532335,733,121.347129058838,404.01,0,0,0,0,2003,2075.86147532335,0,4.5,0,4.5,16.38,16.38,0,733,0.2777778,-0.651082693171642,0.124871567079131,-0.792123256383991,-0.907931014544383,-0.115148696664333,-1.38416574803165,-0.508151048767054,-0.49628041045481,-0.212619414964987,-0.438536754434447,-0.281621602795635,0.137795185707912,0.108041447488617,0.223863636363636,37
"X204",1702041015,204,29882600,1248.87,0.7240101,6397.427,6079.12791772982,0.1111111,0.8613271,0.6762792,6337.74592207434,672,122.626702432071,403.02,0,0,0,0,2003,6337.74592207434,0,11.25,0.539999999999999,11.79,41.13,42.12,0.989999999999998,672,0.1111111,-0.489491350391034,0.649915127795193,0.0172140421605427,0.270149910222369,1.25292923689978,0.790942285254361,-0.508932598086789,-0.49628041045481,-0.212619414964987,-0.449767985260176,-0.212370041852528,0.191539837446987,0.160438566691254,0.137762237762238,29
"X205",1702041016,205,21954723,1102.839,0.6418063,7096.536,6822.03511449983,0.1111111,0.8482564,0.6514773,7045.06708396872,1036,132.242438049316,331.74,0,0,0,0,2003,7045.06708396872,0,0.81,0.09,0.9,11.97,17.91,5.94,1036,0.1111111,-0.546874440866931,0.341050173658361,-0.36613406924677,0.463647901190055,1.20829029233797,0.711172255463771,-0.565204149107708,-0.49628041045481,-0.212619414964987,-0.382748837382053,-0.277505251271044,0.199287103985978,0.164875366292915,0.137762237762238,29
